0.450617284,0.928571429,0.529411765,0.175438596,0.049736038,1
0.438271605,0.94047619,0.49859944,0.175438596,0.182828563,1
0.432098765,0.94047619,0.473389356,0.245614035,0.217560433,1
0.435185185,0.928571429,0.462184874,0.245614035,0.20394554,1
0.438271605,0.928571429,0.462184874,0.315789474,0.212281189,1
0.444444444,0.904761905,0.504201681,0.192982456,0.026951931,1
0.466049383,0.880952381,0.529411765,0.175438596,0.662684079,4
0.487654321,0.857142857,0.490196078,0.192982456,0.690469575,4
0.512345679,0.797619048,0.492997199,0.01754386,0.526813004,4
0.49691358,0.833333333,0.507002801,0.052631579,0.621561545,4
0.475308642,0.869047619,0.50140056,0.035087719,0.68630175,4
0.49382716,0.880952381,0.50140056,0.105263158,0.084745763,1
0.694444444,0.535714286,0.422969188,0.122807018,0.787440956,4
0.654320988,0.607142857,0.406162465,0.175438596,0.706585163,4
0.635802469,0.654761905,0.408963585,0.157894737,0.665462629,4
0.62654321,0.678571429,0.425770308,0.228070175,0.644345652,4
0.614197531,0.714285714,0.43977591,0.157894737,0.756599055,4
0.592592593,0.738095238,0.450980392,0.140350877,0.095859961,1
0.577160494,0.75,0.456582633,0.122807018,0.146151709,1
0.558641975,0.80952381,0.448179272,0.122807018,0.176160044,1
0.552469136,0.833333333,0.43697479,0.105263158,0.31369825,1
0.549382716,0.833333333,0.411764706,0.157894737,0.288969158,1
0.543209877,0.80952381,0.397759104,0.192982456,0.250069464,1
0.543209877,0.80952381,0.400560224,0.228070175,0.267852181,1
0.543209877,0.80952381,0.403361345,0.210526316,0.322867463,1
0.592592593,0.773809524,0.324929972,0.298245614,0.258682967,1
0.580246914,0.845238095,0.31092437,0.263157895,0.283967769,1
0.570987654,0.904761905,0.316526611,0.210526316,0.293136982,1
0.570987654,0.904761905,0.327731092,0.315789474,0.330091692,1
0.570987654,0.904761905,0.336134454,0.263157895,0.311753265,1
0.574074074,0.904761905,0.355742297,0.368421053,0.317588219,1
0.574074074,0.892857143,0.364145658,0.350877193,0.30869686,1
0.567901235,0.857142857,0.378151261,0.385964912,0.321200333,1
0.561728395,0.833333333,0.378151261,0.333333333,0.337593776,1
0.564814815,0.80952381,0.358543417,0.315789474,0.339816616,1
0.561728395,0.80952381,0.344537815,0.210526316,0.264240067,1
0.555555556,0.80952381,0.316526611,0.263157895,0.31258683,1
0.549382716,0.833333333,0.294117647,0.122807018,0.235898861,1
0.549382716,0.857142857,0.31372549,0.157894737,0.131703251,1
0.546296296,0.880952381,0.319327731,0.157894737,0.06779661,1
0.543209877,0.880952381,0.31372549,0.263157895,0.194220617,1
0.543209877,0.833333333,0.319327731,0.298245614,0.185607113,1
0.570987654,0.821428571,0.330532213,0.333333333,0.268130036,1
0.595679012,0.857142857,0.341736695,0.228070175,0.218671853,1
0.601851852,0.880952381,0.352941176,0.210526316,0.171714365,1
0.549382716,0.892857143,0.364145658,0.438596491,0.163934426,1
0.490740741,0.892857143,0.350140056,0.473684211,0.150319533,1
0.478395062,0.928571429,0.333333333,0.438596491,0.190052792,1
0.481481481,0.928571429,0.319327731,0.315789474,0.202556266,1
0.484567901,0.928571429,0.302521008,0.403508772,0.176715754,1
0.481481481,0.928571429,0.294117647,0.333333333,0.214226174,1
0.487654321,0.916666667,0.288515406,0.228070175,0.288969158,1
0.49382716,0.904761905,0.299719888,0.368421053,0.318699639,1
0.490740741,0.916666667,0.322128852,0.403508772,0.281189219,1
0.49691358,0.904761905,0.336134454,0.350877193,0.270352876,1
0.50308642,0.904761905,0.350140056,0.228070175,0.274798555,1
0.509259259,0.904761905,0.358543417,0.175438596,0.263962212,1
0.515432099,0.880952381,0.364145658,0.157894737,0.207557655,1
0.515432099,0.904761905,0.37535014,0.087719298,0.938316199,4
0.509259259,0.904761905,0.364145658,0.087719298,0.093359266,1
0.512345679,0.916666667,0.341736695,0.192982456,0.168380106,1
0.543209877,0.857142857,0.319327731,0.280701754,0.242289525,1
0.577160494,0.833333333,0.322128852,0.245614035,0.279522089,1
0.577160494,0.869047619,0.324929972,0.192982456,0.2072798,1
0.577160494,0.880952381,0.330532213,0.263157895,0.900527924,4
0.50617284,0.928571429,0.330532213,0.245614035,0.901639344,4
0.50308642,0.952380952,0.322128852,0.175438596,0.285357044,1
0.515432099,0.952380952,0.291316527,0.157894737,0.400111142,1
0.537037037,0.904761905,0.266106443,0.228070175,0.291191998,1
0.592592593,0.785714286,0.263305322,0.122807018,0.732703529,4
0.567901235,0.833333333,0.280112045,0.210526316,0.258960822,1
0.549382716,0.892857143,0.302521008,0.175438596,0.261461517,1
0.537037037,0.904761905,0.308123249,0.228070175,0.30925257,1
0.537037037,0.892857143,0.322128852,0.175438596,0.304529036,1
0.530864198,0.904761905,0.341736695,0.122807018,0.148652403,1
